source_file,p1,p2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/hdl_alt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/alt_int.alt_int.sumstats.gz,NA,NA,NA,NA,-1.029,0.5813,1.0274,0.0133,-0.1192,0.0095
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/hdl_creatinine_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/creatinine_int.creatinine_int.sumstats.gz,NA,NA,NA,NA,0.0621,0.5271,1.0078,0.0149,-0.0085,0.0091
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/hdl_glucose_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/glucose_int.glucose_int.sumstats.gz,NA,NA,NA,NA,0.0051,0.47,1.0086,0.0136,-0.0777,0.0094
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/hdl_hb_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hb_int.hb_int.sumstats.gz,NA,NA,NA,NA,0.2042,0.5233,0.9988,0.013,-0.0481,0.0096
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/hdl_sbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/sbp_int.sbp_int.sumstats.gz,NA,NA,NA,NA,1.105,0.446,0.9865,0.0129,-0.0868,0.0093
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/hdl_wbc_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/wbc_int.wbc_int.sumstats.gz,NA,NA,NA,NA,-0.9144,0.5375,1.0344,0.0121,-0.1745,0.0104
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/height_alt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/alt_int.alt_int.sumstats.gz,NA,NA,NA,NA,-1.029,0.5813,1.0274,0.0133,-0.0268,0.0092
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/height_creatinine_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/creatinine_int.creatinine_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/height_eos_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,1.0251,2.8173,0.3638,0.716,0.2431,0.769,0.9983,0.0187,-0.0096,0.0106
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/height_glucose_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/glucose_int.glucose_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/height_hb_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hb_int.hb_int.sumstats.gz,-0.6407,1.7696,-0.3621,0.7173,0.2042,0.5233,0.9988,0.013,-0.0393,0.0098
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/height_hdl_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,NA,NA,NA,NA,-0.4632,0.4337,1.0215,0.0125,0.0729,0.01
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/height_mono_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,2.3382,5.0688,0.4613,0.6446,0.1729,0.5328,1.0104,0.0139,-0.0451,0.009
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/height_plt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/plt_int.plt_int.sumstats.gz,-0.7058,1.1013,-0.6409,0.5216,0.4666,0.5916,1.0,0.0142,-0.0515,0.009
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/height_sbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/sbp_int.sbp_int.sumstats.gz,-0.4007,0.6812,-0.5883,0.5564,1.105,0.446,0.9865,0.0129,0.073,0.0095
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/height_wbc_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/wbc_int.wbc_int.sumstats.gz,NA,NA,NA,NA,-0.9144,0.5375,1.0344,0.0121,-0.0719,0.0094
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ldl_alt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/alt_int.alt_int.sumstats.gz,NA,NA,NA,NA,-1.029,0.5813,1.0274,0.0133,0.138,0.0089
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ldl_creatinine_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/creatinine_int.creatinine_int.sumstats.gz,NA,NA,NA,NA,0.0621,0.5271,1.0078,0.0149,0.0594,0.0091
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ldl_dbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,NA,NA,NA,NA,0.8552,0.4356,0.9885,0.0124,0.0983,0.0096
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ldl_eos_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,NA,NA,NA,NA,0.2431,0.769,0.9983,0.0187,0.072,0.0099
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ldl_glucose_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/glucose_int.glucose_int.sumstats.gz,NA,NA,NA,NA,0.0051,0.47,1.0086,0.0136,0.0359,0.0094
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ldl_hb_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hb_int.hb_int.sumstats.gz,NA,NA,NA,NA,0.2042,0.5233,0.9988,0.013,0.129,0.0098
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ldl_hdl_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,NA,NA,NA,NA,-0.4632,0.4337,1.0215,0.0125,0.0112,0.0099
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ldl_height_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,NA,NA,NA,NA,0.3614,0.5811,0.9933,0.015,-0.0165,0.0089
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ldl_mono_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,NA,NA,NA,NA,0.1729,0.5328,1.0104,0.0139,0.0433,0.0103
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ldl_plt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/plt_int.plt_int.sumstats.gz,NA,NA,NA,NA,0.4666,0.5916,1.0,0.0142,0.1576,0.0096
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ldl_sbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/sbp_int.sbp_int.sumstats.gz,NA,NA,NA,NA,1.105,0.446,0.9865,0.0129,0.0871,0.0095
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ldl_wbc_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/wbc_int.wbc_int.sumstats.gz,NA,NA,NA,NA,-0.9144,0.5375,1.0344,0.0121,0.0737,0.0103
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_alt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/alt_int.alt_int.sumstats.gz,NA,NA,NA,NA,-1.029,0.5813,1.0274,0.0133,0.1369,0.0086
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_ast_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ast_int.ast_int.sumstats.gz,NA,NA,NA,NA,-0.8224,0.5602,1.016,0.0134,0.0661,0.0087
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_bmi_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/bmi_int.bmi_int.sumstats.gz,NA,NA,NA,NA,0.0417,0.5059,1.0069,0.0132,0.1863,0.0091
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_bun_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/bun_int.bun_int.sumstats.gz,NA,NA,NA,NA,0.2288,0.531,1.0066,0.0132,0.05,0.0093
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_creatinine_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/creatinine_int.creatinine_int.sumstats.gz,NA,NA,NA,NA,0.0621,0.5271,1.0078,0.0149,0.0082,0.0099
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_dbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,NA,NA,NA,NA,0.8552,0.4356,0.9885,0.0124,0.1374,0.0098
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_drink_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/drink_int.drink_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_eos_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,NA,NA,NA,NA,0.2431,0.769,0.9983,0.0187,0.2738,0.0105
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_ggt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,NA,NA,NA,NA,-0.9856,0.6272,1.0264,0.0149,0.206,0.0089
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_glucose_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/glucose_int.glucose_int.sumstats.gz,NA,NA,NA,NA,0.0051,0.47,1.0086,0.0136,0.0365,0.0089
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_hb_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hb_int.hb_int.sumstats.gz,NA,NA,NA,NA,0.2042,0.5233,0.9988,0.013,0.0926,0.0089
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_hdl_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,NA,NA,NA,NA,-0.4632,0.4337,1.0215,0.0125,-0.0877,0.0095
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_height_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,NA,NA,NA,NA,0.3614,0.5811,0.9933,0.015,-0.0556,0.0095
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_ldl_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,NA,NA,NA,NA,-0.2165,0.4622,1.0063,0.0155,0.1137,0.0106
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_mono_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,NA,NA,NA,NA,0.1729,0.5328,1.0104,0.0139,0.4103,0.0105
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_neut_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/neut_int.neut_int.sumstats.gz,NA,NA,NA,NA,-0.7117,0.543,1.028,0.0122,0.2816,0.0094
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_plt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/plt_int.plt_int.sumstats.gz,NA,NA,NA,NA,0.4666,0.5916,1.0,0.0142,0.28,0.0095
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_rbc_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/rbc_int.rbc_int.sumstats.gz,NA,NA,NA,NA,-2.9982,16.836,1.061,0.4035,0.1375,0.0085
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_sbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/sbp_int.sbp_int.sumstats.gz,NA,NA,NA,NA,1.105,0.446,0.9865,0.0129,0.1378,0.0099
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_smoke_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/smoke_int.smoke_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_triglycerides_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/triglycerides_int.triglycerides_int.sumstats.gz,NA,NA,NA,NA,0.5145,0.4428,1.0016,0.0126,0.2042,0.0098
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/lymph_wbc_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/wbc_int.wbc_int.sumstats.gz,NA,NA,NA,NA,-0.9144,0.5375,1.0344,0.0121,0.6565,0.011
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/mono_alt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/alt_int.alt_int.sumstats.gz,NA,NA,NA,NA,-1.029,0.5813,1.0274,0.0133,0.1077,0.01
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/mono_creatinine_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/creatinine_int.creatinine_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/mono_eos_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,0.4311,2.1895,0.1969,0.8439,0.2431,0.769,0.9983,0.0187,0.296,0.0101
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/mono_glucose_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/glucose_int.glucose_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/mono_hb_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hb_int.hb_int.sumstats.gz,-4.7902,12.5379,-0.3821,0.7024,0.2042,0.5233,0.9988,0.013,0.0796,0.0091
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/mono_hdl_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,NA,NA,NA,NA,-0.4632,0.4337,1.0215,0.0125,-0.095,0.0091
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/mono_plt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/plt_int.plt_int.sumstats.gz,-2.4242,5.9769,-0.4056,0.685,0.4666,0.5916,1.0,0.0142,0.3429,0.0102
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/mono_sbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/sbp_int.sbp_int.sumstats.gz,-0.89,1.875,-0.4747,0.635,1.105,0.446,0.9865,0.0129,0.1202,0.009
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/mono_wbc_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/wbc_int.wbc_int.sumstats.gz,NA,NA,NA,NA,-0.9144,0.5375,1.0344,0.0121,0.694,0.011
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/neut_alt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/neut_int.neut_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/alt_int.alt_int.sumstats.gz,NA,NA,NA,NA,-1.029,0.5813,1.0274,0.0133,0.1047,0.0091
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/neut_bmi_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/neut_int.neut_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/bmi_int.bmi_int.sumstats.gz,NA,NA,NA,NA,0.0417,0.5059,1.0069,0.0132,0.2344,0.0098
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/neut_creatinine_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/neut_int.neut_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/creatinine_int.creatinine_int.sumstats.gz,NA,NA,NA,NA,0.0621,0.5271,1.0078,0.0149,-0.0313,0.0098
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/neut_dbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/neut_int.neut_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,NA,NA,NA,NA,0.8552,0.4356,0.9885,0.0124,0.1351,0.0088
